file_path,label,source,artist,title,year,source_url,wikiart_style
data/images/Baroque/peter_paul_rubens_equestrian_portrait_of_the_duke_of_lerma.jpg,Baroque,wikiart,Peter Paul Rubens,Equestrian Portrait of the Duke of Lerma,1603,https://www.wikiart.org/en/peter-paul-rubens/equestrian-portrait-of-the-duke-of-lerma-1603,baroque
data/images/Baroque/peter_paul_rubens_study_for_an_equestrian_portrait_of_the_duke_of_lerma.jpg,Baroque,wikiart,Peter Paul Rubens,Study for an Equestrian Portrait of the Duke of Lerma,1603,https://www.wikiart.org/en/peter-paul-rubens/study-for-an-equestrian-portrait-of-the-duke-of-lerma-1603,baroque
data/images/Baroque/annibale_carracci_the_flight_into_egypt.jpg,Baroque,wikiart,Annibale Carracci,The Flight into Egypt,1603,https://www.wikiart.org/en/annibale-carracci/the-flight-into-egypt,baroque
data/images/Baroque/annibale_carracci_the_martyrdom_of_st_stephen.jpg,Baroque,wikiart,Annibale Carracci,The Martyrdom of St Stephen,1603,https://www.wikiart.org/en/annibale-carracci/the-martyrdom-of-st-stephen-1603,baroque
data/images/Baroque/paul_bril_the_campo_vaccino_with_a_gypsy_woman_reading_a_palm.jpg,Baroque,wikiart,Paul Bril,The Campo Vaccino with a Gypsy Woman Reading a Palm,1603,https://www.wikiart.org/en/paul-bril/the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603,baroque
data/images/Baroque/peter_paul_rubens_copy_of_battle_of_anghiari__the_lost_painting_by_leonardo_da_v.jpg,Baroque,wikiart,Peter Paul Rubens,"Copy of Battle of Anghiari, the lost painting by Leonardo da Vinci",1603,https://www.wikiart.org/en/peter-paul-rubens/copy-of-battle-of-anghiari-the-lost-painting-by-leonardo-da-vinci,baroque
data/images/Baroque/adam_elsheimer_judith_slays_holofernes.jpg,Baroque,wikiart,Adam Elsheimer,Judith slays Holofernes,1603,https://www.wikiart.org/en/adam-elsheimer/judith-slays-holofernes-1603,baroque
data/images/Baroque/hendrick_goltzius_portrait_of_jan_govertsen_van_der_aer.jpg,Baroque,wikiart,Hendrick Goltzius,Portrait of Jan Govertsen Van Der Aer,1603,https://www.wikiart.org/en/hendrick-goltzius/portrait-of-jan-govertsen-van-der-aer-1603,baroque
data/images/Baroque/maarten_de_vos_baptism_of_jesus.jpg,Baroque,wikiart,Maarten de Vos,Baptism of Jesus,XVI-XVII cent.,https://www.wikiart.org/en/maarten-de-vos/baptism-of-jesus,baroque
data/images/Baroque/maarten_de_vos_st__thomas.jpg,Baroque,wikiart,Maarten de Vos,St. Thomas,XVI-XVII cent.,https://www.wikiart.org/en/maarten-de-vos/st-thomas,baroque
data/images/Baroque/maarten_de_vos_beheading_of_john_the_baptist.jpg,Baroque,wikiart,Maarten de Vos,Beheading of John the Baptist,XVI-XVII cent.,https://www.wikiart.org/en/maarten-de-vos/beheading-of-john-the-baptist,baroque
data/images/Baroque/caravaggio_madonna_of_loreto.jpg,Baroque,wikiart,Caravaggio,Madonna of Loreto,1604,https://www.wikiart.org/en/caravaggio/madonna-of-loreto,baroque
data/images/Baroque/peter_paul_rubens_allegory_on_emperor_charles_as_ruler_of_vast_realms.jpg,Baroque,wikiart,Peter Paul Rubens,Allegory on Emperor Charles as Ruler of Vast Realms,1604,https://www.wikiart.org/en/peter-paul-rubens/allegory-on-emperor-charles-as-ruler-of-vast-realms-1604,baroque
data/images/Baroque/peter_paul_rubens_madonna_and_child_with_the_donors_alexandre_goubeau_and_his_wi.jpg,Baroque,wikiart,Peter Paul Rubens,Madonna and Child with the Donors Alexandre Goubeau and his wife Anne Antoni,1604,https://www.wikiart.org/en/peter-paul-rubens/madonna-and-child-with-the-donors-alexandre-goubeau-and-his-wife-anne-antoni-1604,baroque
data/images/Baroque/guido_reni_self_portrait.jpg,Baroque,wikiart,Guido Reni,Self Portrait,1603-1604,https://www.wikiart.org/en/guido-reni/self-portrait-1604,baroque
data/images/Baroque/annibale_carracci_rest_on_flight_into_egypt.jpg,Baroque,wikiart,Annibale Carracci,Rest on Flight into Egypt,1604,https://www.wikiart.org/en/annibale-carracci/rest-on-flight-into-egypt,baroque
data/images/Baroque/annibale_carracci_self-portrait_on_an_easel_in_a_workshop.jpg,Baroque,wikiart,Annibale Carracci,Self-portrait on an Easel in a Workshop,1604,https://www.wikiart.org/en/annibale-carracci/self-portrait,baroque
data/images/Impressionism/j_m_w__turner_the_lake__petworth__sunset__sample_study.jpg,Impressionism,wikiart,J.M.W. Turner,"The Lake, Petworth, Sunset; Sample Study",1827-1828,https://www.wikiart.org/en/william-turner/the-lake-petworth-sunset-sample-study-1828,impressionism
data/images/Impressionism/edgar_degas_the_child_in_blue.jpg,Impressionism,wikiart,Edgar Degas,The Child in Blue,1853,https://www.wikiart.org/en/edgar-degas/the-child-in-blue-1853-1853,impressionism
data/images/Impressionism/edgar_degas_landscape_at_valery-sur-somme.jpg,Impressionism,wikiart,Edgar Degas,Landscape at Valery-sur-Somme,1854,https://www.wikiart.org/en/edgar-degas/landscape-at-valery-sur-somme,impressionism
data/images/Impressionism/edgar_degas_self-portrait.jpg,Impressionism,wikiart,Edgar Degas,Self-portrait,1854,https://www.wikiart.org/en/edgar-degas/self-portrait-1,impressionism
data/images/Impressionism/edgar_degas_self_portrait.jpg,Impressionism,wikiart,Edgar Degas,Self Portrait,1855,https://www.wikiart.org/en/edgar-degas/self-portrait-1855,impressionism
data/images/Impressionism/edgar_degas_study_for_the_self_portrait.jpg,Impressionism,wikiart,Edgar Degas,Study for the Self Portrait,1855,https://www.wikiart.org/en/edgar-degas/study-for-the-self-portrait-1855,impressionism
data/images/Impressionism/edgar_degas_study_of_gentile_bellini.jpg,Impressionism,wikiart,Edgar Degas,Study of Gentile Bellini,1854-1855,https://www.wikiart.org/en/edgar-degas/study-of-gentile-bellini-1855,impressionism
data/images/Impressionism/edgar_degas_the_millinery_shop.jpg,Impressionism,wikiart,Edgar Degas,The Millinery Shop,1855,https://www.wikiart.org/en/edgar-degas/the-millinery-shop-1855,impressionism
data/images/Impressionism/edgar_degas_degas_in_a_green_jacket.jpg,Impressionism,wikiart,Edgar Degas,Degas in a Green Jacket,1855-1856,https://www.wikiart.org/en/edgar-degas/degas-in-a-green-jacket-1856,impressionism
data/images/Impressionism/edgar_degas_portrait_of_an_italian.jpg,Impressionism,wikiart,Edgar Degas,Portrait of an Italian,1856,https://www.wikiart.org/en/edgar-degas/portrait-of-an-italian-1856,impressionism
data/images/Impressionism/edgar_degas_woman_on_a_terrace__young_woman_and_ibis_.jpg,Impressionism,wikiart,Edgar Degas,Woman on a Terrace (Young Woman and Ibis),1857,https://www.wikiart.org/en/edgar-degas/woman-on-a-terrace-young-woman-and-ibis-1857,impressionism
data/images/Impressionism/mart_n_rico_y_ortega_the_covadonga_cave.jpg,Impressionism,wikiart,Martín Rico y Ortega,The Covadonga Cave,1857,https://www.wikiart.org/en/martin-rico/la-cueva-de-covadonga-1857,impressionism
data/images/Impressionism/edgar_degas_dante_and_virgil_at_the_entrance_to_hell.jpg,Impressionism,wikiart,Edgar Degas,Dante and Virgil at the Entrance to Hell,1857-1858,https://www.wikiart.org/en/edgar-degas/dante-and-virgil-at-the-entrance-to-hell-1858,impressionism
data/images/Impressionism/edgar_degas_self_portrait_in_a_soft_hat.jpg,Impressionism,wikiart,Edgar Degas,Self Portrait in a Soft Hat,1858,https://www.wikiart.org/en/edgar-degas/self-portrait-in-a-soft-hat-1858,impressionism
data/images/Impressionism/thomas_eakins_drawing_of_a_camel_and_rider.jpg,Impressionism,wikiart,Thomas Eakins,Drawing of a Camel and Rider,1858,https://www.wikiart.org/en/thomas-eakins/drawing-of-a-camel-and-rider-1858,impressionism
data/images/Impressionism/mart_n_rico_y_ortega_cross_of_the_gallows_in_el_escorial.jpg,Impressionism,wikiart,Martín Rico y Ortega,Cross of the Gallows in El Escorial,1858,https://www.wikiart.org/en/martin-rico/cruz-de-la-horca-en-el-escorial-1858,impressionism
data/images/Impressionism/mart_n_rico_y_ortega_bullfight_festival_in_el_escorial.jpg,Impressionism,wikiart,Martín Rico y Ortega,Bullfight Festival in El Escorial,1858,https://www.wikiart.org/en/martin-rico/fiesta-de-toros-en-el-escorial-1858,impressionism
data/images/Impressionism/mart_n_rico_y_ortega_view_of_el_escorial_from_the_cross_of_the_gallows.jpg,Impressionism,wikiart,Martín Rico y Ortega,View of El Escorial from the Cross of the Gallows,1858,https://www.wikiart.org/en/martin-rico/vista-de-el-escorial-desde-la-cruz-de-la-horca-1858,impressionism
data/images/Impressionism/mart_n_rico_y_ortega_el_escorial_square_with_the_sanctuary_of_the_virgen_de_grac.jpg,Impressionism,wikiart,Martín Rico y Ortega,El Escorial Square with the Sanctuary of the Virgen de Gracia,1858,https://www.wikiart.org/en/martin-rico/plaza-de-el-escorial-con-el-santuario-de-la-virgen-de-gracia-1858,impressionism
data/images/Impressionism/edgar_degas_portrait_of_a_young_woman__after_bacchiacca_.jpg,Impressionism,wikiart,Edgar Degas,Portrait of a Young Woman (after Bacchiacca),1858-1859,https://www.wikiart.org/en/edgar-degas/portrait-of-a-young-woman-after-bacchiacca-1859,impressionism
data/images/Impressionism/edgar_degas_portrait_of_giulia_bellelli.jpg,Impressionism,wikiart,Edgar Degas,Portrait of Giulia Bellelli,1858-1859,https://www.wikiart.org/en/edgar-degas/portrait-of-giulia-bellelli-1859,impressionism
data/images/Impressionism/edgar_degas_portrait_of_giulia_bellelli__sketch_.jpg,Impressionism,wikiart,Edgar Degas,Portrait of Giulia Bellelli (sketch),1859-1860,https://www.wikiart.org/en/edgar-degas/portrait-of-giulia-bellelli-sketch-1860,impressionism
data/images/Impressionism/edgar_degas_portrait_of_princess_pauline_de_metternich.jpg,Impressionism,wikiart,Edgar Degas,Portrait of Princess Pauline de Metternich,1860,https://www.wikiart.org/en/edgar-degas/portrait-of-princess-pauline-de-metternich,impressionism
data/images/Impressionism/edgar_degas_promenade_by_the_sea.jpg,Impressionism,wikiart,Edgar Degas,Promenade by the Sea,1860,https://www.wikiart.org/en/edgar-degas/promenade-by-the-sea,impressionism
data/images/Impressionism/edgar_degas_young_spartans_exercising.jpg,Impressionism,wikiart,Edgar Degas,Young Spartans Exercising,1860,https://www.wikiart.org/en/edgar-degas/spartan-girls-challenging-boys-1860,impressionism
data/images/Impressionism/edgar_degas_study_of_hands.jpg,Impressionism,wikiart,Edgar Degas,Study of Hands,1860,https://www.wikiart.org/en/edgar-degas/study-of-hands,impressionism
data/images/Impressionism/edgar_degas_the_daughter_of_jephtha.jpg,Impressionism,wikiart,Edgar Degas,The Daughter of Jephtha,1859-1860,https://www.wikiart.org/en/edgar-degas/the-daughter-of-jephtha-1860,impressionism
data/images/Impressionism/edgar_degas_the_daughter_of_jephtha__study_.jpg,Impressionism,wikiart,Edgar Degas,The Daughter of Jephtha (study),1859-1860,https://www.wikiart.org/en/edgar-degas/the-daughter-of-jephtha-study-1860,impressionism
data/images/Impressionism/edgar_degas_the_savoy_girl.jpg,Impressionism,wikiart,Edgar Degas,The Savoy Girl,1860,https://www.wikiart.org/en/edgar-degas/the-savoy-girl-1873,impressionism
data/images/Impressionism/edgar_degas_view_of_naples.jpg,Impressionism,wikiart,Edgar Degas,View of Naples,1860,https://www.wikiart.org/en/edgar-degas/view-of-naples-1860,impressionism
data/images/Impressionism/pierre-auguste_renoir_reclining_nude.jpg,Impressionism,wikiart,Pierre-Auguste Renoir,Reclining Nude,1850-1860,https://www.wikiart.org/en/pierre-auguste-renoir/reclining-nude-1860,impressionism
data/images/Impressionism/berthe_morisot_farm_in_normandy.jpg,Impressionism,wikiart,Berthe Morisot,Farm in Normandy,1859-1860,https://www.wikiart.org/en/berthe-morisot/farm-in-normandy,impressionism
data/images/Impressionism/giuseppe_abbati_country_road_with_cypresses.jpg,Impressionism,wikiart,Giuseppe Abbati,Country Road with Cypresses,1860,https://www.wikiart.org/en/giuseppe-abbati/country-road-with-cypresses-1860,impressionism
data/images/Impressionism/edgar_degas_alexander_and_bucephalus.jpg,Impressionism,wikiart,Edgar Degas,Alexander and Bucephalus,1859-1861,https://www.wikiart.org/en/edgar-degas/alexander-and-bucephalus-1861,impressionism
data/images/Impressionism/edgar_degas_at_the_stables__horse_and_dog.jpg,Impressionism,wikiart,Edgar Degas,"At the Stables, Horse and Dog",1861,https://www.wikiart.org/en/edgar-degas/at-the-stables-horse-and-dog,impressionism
data/images/Impressionism/edgar_degas_semiramis_building_a_city.jpg,Impressionism,wikiart,Edgar Degas,Semiramis Building a City,1861,https://www.wikiart.org/en/edgar-degas/semiramis-building-a-city-1861,impressionism
data/images/Impressionism/edgar_degas_semiramis_building_babylon.jpg,Impressionism,wikiart,Edgar Degas,Semiramis Building Babylon,1861,https://www.wikiart.org/en/edgar-degas/semiramis-building-babylon-1861,impressionism
data/images/Impressionism/edgar_degas_study_for_semiramis_building_babylon.jpg,Impressionism,wikiart,Edgar Degas,Study for Semiramis Building Babylon,1861,https://www.wikiart.org/en/edgar-degas/study-for-semiramis-building-babylon-1861,impressionism
data/images/Impressionism/edgar_degas_the_crucifixion__after_mantegna_.jpg,Impressionism,wikiart,Edgar Degas,The Crucifixion (after Mantegna),1861,https://www.wikiart.org/en/edgar-degas/the-crucifixion-after-mantegna-1861,impressionism
data/images/Impressionism/edgar_degas_two_riders_by_a_lake.jpg,Impressionism,wikiart,Edgar Degas,Two Riders by a Lake,1861,https://www.wikiart.org/en/edgar-degas/two-riders-by-a-lake,impressionism
data/images/Impressionism/edouard_manet_music_in_the_tuileries_garden.jpg,Impressionism,wikiart,Edouard Manet,Music in the Tuileries Garden,1862,https://www.wikiart.org/en/edouard-manet/music-in-the-tuileries-garden-1862-1,impressionism
data/images/Impressionism/edgar_degas_at_the_races__the_start.jpg,Impressionism,wikiart,Edgar Degas,At the Races. the Start,1861-1862,https://www.wikiart.org/en/edgar-degas/at-the-races-the-start-1862,impressionism
data/images/Impressionism/edgar_degas_gentlemen_jockeys_before_the_start.jpg,Impressionism,wikiart,Edgar Degas,Gentlemen Jockeys before the Start,1862,https://www.wikiart.org/en/edgar-degas/gentlemen-jockeys-before-the-start-1862,impressionism
data/images/Impressionism/edgar_degas_jockey.jpg,Impressionism,wikiart,Edgar Degas,Jockey,1862,https://www.wikiart.org/en/edgar-degas/jockey,impressionism
data/images/Impressionism/edgar_degas_jockeys_at_epsom.jpg,Impressionism,wikiart,Edgar Degas,Jockeys at Epsom,1861-1862,https://www.wikiart.org/en/edgar-degas/jockeys-at-epsom-1862,impressionism
data/images/Impressionism/edgar_degas_little_girl_carrying_flowers_in_her_apron.jpg,Impressionism,wikiart,Edgar Degas,Little Girl Carrying Flowers in Her Apron,1860-1862,https://www.wikiart.org/en/edgar-degas/little-girl-carrying-flowers-in-her-apron,impressionism
data/images/Impressionism/edgar_degas_on_the_racecourse.jpg,Impressionism,wikiart,Edgar Degas,On the Racecourse,1860-1862,https://www.wikiart.org/en/edgar-degas/on-the-racecourse,impressionism
data/images/Impressionism/pierre-auguste_renoir_sleeping_cat.jpg,Impressionism,wikiart,Pierre-Auguste Renoir,Sleeping Cat,1862,https://www.wikiart.org/en/pierre-auguste-renoir/sleeping-cat-1862,impressionism
data/images/Impressionism/james_mcneill_whistler_the_last_of_old_westminster.jpg,Impressionism,wikiart,James McNeill Whistler,The Last of Old Westminster,1862,https://www.wikiart.org/en/james-mcneill-whistler/the-last-of-old-westminster,impressionism
data/images/Impressionism/edouard_manet_fishing.jpg,Impressionism,wikiart,Edouard Manet,Fishing,1863,https://www.wikiart.org/en/edouard-manet/fishing,impressionism
data/images/Impressionism/camille_pissarro_village_corner.jpg,Impressionism,wikiart,Camille Pissarro,Village Corner,1863,https://www.wikiart.org/en/camille-pissarro/village-corner-1863,impressionism
data/images/Impressionism/edgar_degas_david_and_goliath.jpg,Impressionism,wikiart,Edgar Degas,David and Goliath,1863,https://www.wikiart.org/en/edgar-degas/david-and-goliath,impressionism
data/images/Impressionism/edgar_degas_leon_bonnat.jpg,Impressionism,wikiart,Edgar Degas,Leon Bonnat,1863,https://www.wikiart.org/en/edgar-degas/leon-bonnat-1863,impressionism
data/images/Impressionism/edgar_degas_therese_de_gas__sister_of_the_artist__later_madame_edmond_morbilli.jpg,Impressionism,wikiart,Edgar Degas,"Therese de Gas, sister of the artist, later Madame Edmond Morbilli",1863,https://www.wikiart.org/en/edgar-degas/therese-de-gas-sister-of-the-artist-later-madame-edmond-morbilli,impressionism
data/images/Impressionism/eugene_boudin_elegant_women_on_the_beach.jpg,Impressionism,wikiart,Eugene Boudin,Elegant Women on the Beach,1863,https://www.wikiart.org/en/eugene-boudin/elegant-women-on-the-beach-1863,impressionism
data/images/Impressionism/eugene_boudin_empress_eugenie_on_the_beach_at_trouville.jpg,Impressionism,wikiart,Eugene Boudin,Empress Eugenie on the beach at Trouville,1863,https://www.wikiart.org/en/eugene-boudin/empress-eugenie-on-the-beach-at-trouville-1863,impressionism
data/images/Impressionism/eugene_boudin_on_the_beach.jpg,Impressionism,wikiart,Eugene Boudin,On the Beach,1863,https://www.wikiart.org/en/eugene-boudin/on-the-beach-1863,impressionism
data/images/Impressionism/eugene_boudin_strand_in_trouville.jpg,Impressionism,wikiart,Eugene Boudin,Strand in Trouville,1863,https://www.wikiart.org/en/eugene-boudin/strand-in-trouville-1863,impressionism
data/images/Impressionism/eugene_boudin_trouville__black_rocks.jpg,Impressionism,wikiart,Eugene Boudin,"Trouville, Black Rocks",1863,https://www.wikiart.org/en/eugene-boudin/trouville-black-rocks,impressionism
data/images/Impressionism/james_mcneill_whistler_battersea_reach.jpg,Impressionism,wikiart,James McNeill Whistler,Battersea Reach,1863,https://www.wikiart.org/en/james-mcneill-whistler/battersea-reach,impressionism
data/images/Impressionism/james_mcneill_whistler_battersea_reach_from_lindsey_houses.jpg,Impressionism,wikiart,James McNeill Whistler,Battersea Reach from Lindsey Houses,1863,https://www.wikiart.org/en/james-mcneill-whistler/battersea-reach-from-lindsey-houses,impressionism
data/images/Impressionism/james_mcneill_whistler_grey_and_silver_old_battersea_reach.jpg,Impressionism,wikiart,James McNeill Whistler,Grey and Silver Old Battersea Reach,1863,https://www.wikiart.org/en/james-mcneill-whistler/grey-and-silver-old-battersea-reach,impressionism
data/images/Impressionism/berthe_morisot_the_old_track_to_auvers.jpg,Impressionism,wikiart,Berthe Morisot,The Old Track to Auvers,1863,https://www.wikiart.org/en/berthe-morisot/the-old-track-to-auvers-1863,impressionism
data/images/Impressionism/berthe_morisot_view_of_tivoli__after_corot_.jpg,Impressionism,wikiart,Berthe Morisot,View of Tivoli (after Corot),1863,https://www.wikiart.org/en/berthe-morisot/view-of-tivoli-after-corot,impressionism
data/images/Impressionism/claude_monet_boatyard_near_honfleur.jpg,Impressionism,wikiart,Claude Monet,Boatyard near Honfleur,1864,https://www.wikiart.org/en/claude-monet/boatyard-near-honfleur,impressionism
data/images/Impressionism/claude_monet_farm_near_honfleur.jpg,Impressionism,wikiart,Claude Monet,Farm near Honfleur,1864,https://www.wikiart.org/en/claude-monet/farm-near-honfleur,impressionism
data/images/Impressionism/claude_monet_hauling_a_boat_ashore__honfleur.jpg,Impressionism,wikiart,Claude Monet,"Hauling a Boat Ashore, Honfleur",1864,https://www.wikiart.org/en/claude-monet/hauling-a-boat-ashore-honfleur,impressionism
data/images/Impressionism/claude_monet_lighthouse_at_the_hospice.jpg,Impressionism,wikiart,Claude Monet,Lighthouse at the Hospice,1864,https://www.wikiart.org/en/claude-monet/lighthouse-at-the-hospice,impressionism
data/images/Impressionism/claude_monet_road_in_a_forest_fontainebleau.jpg,Impressionism,wikiart,Claude Monet,Road in a Forest Fontainebleau,1864,https://www.wikiart.org/en/claude-monet/road-in-a-forest-fontainebleau,impressionism
data/images/Impressionism/claude_monet_road_to_the_saint-simeon_farm.jpg,Impressionism,wikiart,Claude Monet,Road to the Saint-Simeon Farm,1864,https://www.wikiart.org/en/claude-monet/road-to-the-saint-simeon-farm,impressionism
data/images/Impressionism/claude_monet_seacoast_at_saint-adresse__sunset.jpg,Impressionism,wikiart,Claude Monet,"Seacoast at Saint-Adresse, Sunset",1864,https://www.wikiart.org/en/claude-monet/seacoast-at-saint-adresse-sunset,impressionism
data/images/Impressionism/claude_monet_spring_flowers.jpg,Impressionism,wikiart,Claude Monet,Spring Flowers,1864,https://www.wikiart.org/en/claude-monet/spring-flowers-1864,impressionism
data/images/Impressionism/claude_monet_street_of_the_bavolle_honfleur.jpg,Impressionism,wikiart,Claude Monet,Street of the Bavolle Honfleur,1864,https://www.wikiart.org/en/claude-monet/street-of-the-bavolle-honfleur,impressionism
data/images/Impressionism/claude_monet_the_coast_at_sainte-adresse.jpg,Impressionism,wikiart,Claude Monet,The Coast at Sainte-Adresse,1864,https://www.wikiart.org/en/claude-monet/the-coast-at-sainte-adresse,impressionism
data/images/Impressionism/claude_monet_the_pointe_of_heve.jpg,Impressionism,wikiart,Claude Monet,The Pointe of Heve,1864,https://www.wikiart.org/en/claude-monet/the-pointe-of-heve-1864,impressionism
data/images/Impressionism/claude_monet_the_road_to_the_farm_of_saint-simeon.jpg,Impressionism,wikiart,Claude Monet,The Road to the Farm of Saint-Simeon,1864,https://www.wikiart.org/en/claude-monet/the-road-to-the-farm-of-saint-simeon,impressionism
data/images/Impressionism/claude_monet_the_la_rue_bavolle_at_honfleur.jpg,Impressionism,wikiart,Claude Monet,The La Rue Bavolle at Honfleur,1864,https://www.wikiart.org/en/claude-monet/the-la-rue-bavolle-at-honfleur,impressionism
data/images/Impressionism/claude_monet_the_la_rue_bavolle_at_honfleur_2.jpg,Impressionism,wikiart,Claude Monet,The La Rue Bavolle at Honfleur 2,1864,https://www.wikiart.org/en/claude-monet/the-la-rue-bavolle-at-honfleur-2,impressionism
data/images/Impressionism/claude_monet_the_lieutenancy_at_honfleur.jpg,Impressionism,wikiart,Claude Monet,The Lieutenancy at Honfleur,1864,https://www.wikiart.org/en/claude-monet/the-lieutenancy-at-honfleur,impressionism
data/images/Impressionism/claude_monet_woodbearers_in_fontainebleau_forest.jpg,Impressionism,wikiart,Claude Monet,Woodbearers in Fontainebleau Forest,1864,https://www.wikiart.org/en/claude-monet/woodbearers-in-fontainebleau-forest,impressionism
data/images/Impressionism/edgar_degas_man_s_head.jpg,Impressionism,wikiart,Edgar Degas,Man's Head,1864,https://www.wikiart.org/en/edgar-degas/man-s-head,impressionism
data/images/Impressionism/pierre-auguste_renoir_arum_and_conservatory_plants.jpg,Impressionism,wikiart,Pierre-Auguste Renoir,Arum and Conservatory Plants,1864,https://www.wikiart.org/en/pierre-auguste-renoir/arum-and-conservatory-plants-1864,impressionism
data/images/Impressionism/pierre-auguste_renoir_romaine_lascaux.jpg,Impressionism,wikiart,Pierre-Auguste Renoir,Romaine Lascaux,1864,https://www.wikiart.org/en/pierre-auguste-renoir/romaine-lascaux-1864,impressionism
data/images/Impressionism/pierre-auguste_renoir_spring_flowers.jpg,Impressionism,wikiart,Pierre-Auguste Renoir,Spring Flowers,1864,https://www.wikiart.org/en/pierre-auguste-renoir/spring-flowers-1864,impressionism
data/images/Impressionism/eugene_boudin_beach_at_trouville.jpg,Impressionism,wikiart,Eugene Boudin,Beach at Trouville,1864,https://www.wikiart.org/en/eugene-boudin/beach-at-trouville-1864,impressionism
data/images/Impressionism/eugene_boudin_beach_scene__trouville.jpg,Impressionism,wikiart,Eugene Boudin,"Beach Scene, Trouville",1864,https://www.wikiart.org/en/eugene-boudin/beach-scene-trouville-1864,impressionism
data/images/Impressionism/eugene_boudin_trouville__the_port.jpg,Impressionism,wikiart,Eugene Boudin,"Trouville, the Port",1864,https://www.wikiart.org/en/eugene-boudin/trouville-the-port-1864,impressionism
data/images/Impressionism/berthe_morisot_study__the_water_s_edge.jpg,Impressionism,wikiart,Berthe Morisot,"Study, The Water's Edge",1864,https://www.wikiart.org/en/berthe-morisot/study-the-water-s-edge,impressionism
data/images/Impressionism/berthe_morisot_young_lady_seated_on_a_bench.jpg,Impressionism,wikiart,Berthe Morisot,Young Lady Seated on a Bench,1864,https://www.wikiart.org/en/berthe-morisot/young-lady-seated-on-a-bench,impressionism
data/images/Impressionism/frederic_bazille_the_dog_rita_asleep.jpg,Impressionism,wikiart,Frederic Bazille,The Dog Rita Asleep,1864,https://www.wikiart.org/en/frederic-bazille/the-dog-rita-asleep,impressionism
data/images/Impressionism/frederic_bazille_the_pink_dress.jpg,Impressionism,wikiart,Frederic Bazille,The Pink Dress,1864,https://www.wikiart.org/en/frederic-bazille/the-pink-dress,impressionism
data/images/Impressionism/johan_jongkind_view_of_notre-dame__paris.jpg,Impressionism,wikiart,Johan Jongkind,"View of Notre-Dame, Paris",1864,https://www.wikiart.org/en/johan-jongkind/view-of-notre-dame-paris-1864,impressionism
data/images/Impressionism/giuseppe_abbati_street_in_the_sun.jpg,Impressionism,wikiart,Giuseppe Abbati,Street in the sun,1863-1864,https://www.wikiart.org/en/giuseppe-abbati/street-in-the-sun-1864,impressionism
data/images/Impressionism/giuseppe_abbati_gallery_with_armor_bearer.jpg,Impressionism,wikiart,Giuseppe Abbati,Gallery with armor bearer,1864,https://www.wikiart.org/en/giuseppe-abbati/gallery-with-armor-bearer-1864,impressionism
data/images/Impressionism/silvestro_lega_young_peasant_woman_at_the_well.jpg,Impressionism,wikiart,Silvestro Lega,Young peasant woman at the well,1863-1864,https://www.wikiart.org/en/silvestro-lega/young-peasant-woman-at-the-well-1864,impressionism
data/images/Impressionism/silvestro_lega_coffee_under_the_pergola.jpg,Impressionism,wikiart,Silvestro Lega,Coffee under the pergola,1864,https://www.wikiart.org/en/silvestro-lega/coffee-under-the-pergola-1864,impressionism
data/images/Impressionism/silvestro_lega_reading.jpg,Impressionism,wikiart,Silvestro Lega,Reading,1864,https://www.wikiart.org/en/silvestro-lega/reading-1864,impressionism
data/images/Impressionism/edouard_manet_women_at_the_races.jpg,Impressionism,wikiart,Edouard Manet,Women at the Races,1865,https://www.wikiart.org/en/edouard-manet/women-at-the-races-1865,impressionism
data/images/Impressionism/honore_daumier_mother_with_child.jpg,Impressionism,wikiart,Honore Daumier,Mother with Child,1865,https://www.wikiart.org/en/honore-daumier/mother-with-child-1865,impressionism
data/images/Impressionism/claude_monet_cart_on_the_snow_covered_road_with_saint-simeon_farm.jpg,Impressionism,wikiart,Claude Monet,Cart on the Snow Covered Road with Saint-Simeon Farm,1865,https://www.wikiart.org/en/claude-monet/cart-on-the-snow-covered-road-with-saint-simeon-farm,impressionism
data/images/Impressionism/claude_monet_farmyard_at_chailly.jpg,Impressionism,wikiart,Claude Monet,Farmyard at Chailly,1865,https://www.wikiart.org/en/claude-monet/farmyard-at-chailly,impressionism
data/images/Impressionism/claude_monet_fontainebleau_forest.jpg,Impressionism,wikiart,Claude Monet,Fontainebleau Forest,1865,https://www.wikiart.org/en/claude-monet/fontainebleau-forest,impressionism
data/images/Impressionism/claude_monet_haystack.jpg,Impressionism,wikiart,Claude Monet,Haystack,1865,https://www.wikiart.org/en/claude-monet/haystack,impressionism
data/images/Impressionism/claude_monet_haystacks_at_chailly.jpg,Impressionism,wikiart,Claude Monet,Haystacks at Chailly,1865,https://www.wikiart.org/en/claude-monet/haystacks-at-chailly-1865,impressionism
data/images/Impressionism/claude_monet_luncheon_on_the_grass.jpg,Impressionism,wikiart,Claude Monet,Luncheon on the Grass,1865,https://www.wikiart.org/en/claude-monet/lunch-on-the-grass,impressionism
data/images/Impressionism/claude_monet_lunch_on_the_grass__central_panel_.jpg,Impressionism,wikiart,Claude Monet,Lunch on the Grass (central panel),1865,https://www.wikiart.org/en/claude-monet/lunch-on-the-grass-central-panel,impressionism
